tsne-1,tsne-2,category,defect
-26.363085,1.7891071,bottle,good
22.260302,0.43326196,transistor,good
-25.499733,1.1208713,bottle,defective
0.57597685,-42.857285,pill,good
-14.319915,32.234543,cable,good
-14.041099,-22.14734,capsule,defective
6.743782,34.01477,carpet,good
-8.436663,4.6222425,zipper,good
51.041122,-6.3416095,wood,good
-40.872437,-15.619822,screw,good
-7.429487,3.8052676,zipper,good
-14.924166,32.13767,cable,good
5.039901,15.688324,tile,good
48.4147,-4.5894985,wood,good
5.011693,16.760227,tile,defective
-25.452225,-0.9295335,bottle,good
-39.889446,18.45106,grid,defective
-25.780394,-0.15222056,bottle,good
-11.501757,-23.416553,capsule,good
8.123541,36.16355,carpet,good
6.45841,17.681437,tile,defective
48.582962,-5.573692,wood,good
23.632975,-22.596886,hazelnut,good
-9.939359,-18.98971,capsule,good
-0.32243362,-41.04531,pill,good
23.238348,-21.442091,hazelnut,good
7.348545,35.02979,carpet,good
-28.855766,3.3259559,bottle,good
-10.012613,-22.470348,capsule,defective
32.251297,18.445175,leather,good
-26.395548,1.9932952,bottle,good
-39.004173,18.397062,grid,good
-14.7711115,31.933777,cable,good
-26.552954,0.82120544,bottle,good
5.6995683,-12.08625,metal_nut,defective
-35.279,20.417824,grid,good
21.352953,0.9384228,transistor,good
49.589733,-6.72327,wood,good
18.315136,-20.677656,hazelnut,good
12.369413,38.59707,carpet,defective
-38.76358,19.225706,grid,defective
0.8043944,-40.181175,pill,good
-14.292277,-21.495985,capsule,good
-35.731407,-18.54769,screw,good
-10.825632,30.644957,cable,good
32.34003,17.104544,leather,good
19.857277,-22.71224,hazelnut,good
-38.94142,-16.090132,screw,defective
11.804975,-19.10055,toothbrush,good
6.354385,-13.250434,metal_nut,defective
51.009964,-6.286135,wood,good
21.471634,-23.59984,hazelnut,good
-35.045513,20.449747,grid,good
-12.53321,-19.483448,capsule,good
22.868631,-23.881208,hazelnut,good
-35.682003,20.84797,grid,good
-37.31244,20.451878,grid,good
46.72393,-3.994922,wood,good
5.269492,17.280628,tile,good
-13.352793,-17.825085,capsule,good
-14.288974,30.297709,cable,good
-26.1097,-2.053402,bottle,defective
-27.818802,-0.66167617,bottle,good
20.697119,-20.64013,hazelnut,good
-42.26535,-17.397842,screw,good
7.295457,17.160736,tile,good
-14.886132,30.143288,cable,defective
6.9073896,-12.319423,metal_nut,good
0.041432362,-42.362694,pill,good
26.018492,-26.552288,hazelnut,good
5.1953735,-11.064217,metal_nut,good
5.62124,-10.053849,metal_nut,good
36.28192,17.538313,leather,good
-11.963743,32.54697,cable,defective
-41.11113,-16.087198,screw,good
22.974585,-0.0854099,transistor,good
6.175445,-10.808074,metal_nut,good
27.043653,18.165592,leather,good
25.84607,-26.100784,hazelnut,good
5.479848,-13.512062,metal_nut,defective
-13.070848,32.61521,cable,good
10.288149,38.383106,carpet,good
3.7447648,18.183798,tile,defective
8.193599,35.75275,carpet,good
19.64565,1.8940692,transistor,good
21.050611,-25.55887,hazelnut,defective
13.246886,41.252502,carpet,good
25.389389,-22.551514,hazelnut,good
-1.5273676,-43.94037,pill,good
21.017847,-20.461533,hazelnut,good
7.2477217,34.482082,carpet,good
-7.3252444,7.802747,zipper,good
20.245977,1.2925676,transistor,good
28.403967,18.558006,leather,good
7.550909,36.293922,carpet,good
3.1074378,-40.1473,pill,good
4.4681973,15.744706,tile,good
18.752855,-20.66213,hazelnut,good
4.753033,-11.146025,metal_nut,good
19.663979,-22.695292,hazelnut,good
-40.314255,18.105944,grid,good
8.281697,35.419304,carpet,good
46.543694,-4.876775,wood,good
-8.463896,7.029341,zipper,defective
50.55092,-6.462288,wood,good
-4.2599044,4.6696906,zipper,good
18.793787,3.403148,transistor,good
-4.9042993,2.9428587,zipper,good
-10.709851,4.6669564,zipper,defective
-43.560623,-15.540432,screw,good
-11.83553,-19.363863,capsule,good
-42.66757,-17.931536,screw,good
19.383596,-20.810768,hazelnut,good
18.753176,-21.259224,hazelnut,good
36.364952,17.495222,leather,good
18.365725,-20.926954,hazelnut,good
5.4378486,16.498503,tile,good
19.24939,1.2535913,transistor,good
-42.973602,19.519169,grid,good
-26.930285,0.60816836,bottle,good
-35.708374,20.71369,grid,good
24.171307,-24.844975,hazelnut,good
5.400546,-10.356764,metal_nut,good
-35.717434,-18.857317,screw,good
-37.29129,-17.410107,screw,good
-2.8499765,-43.249554,pill,good
20.736814,-22.747637,hazelnut,good
-37.106655,-18.070383,screw,defective
-26.66023,0.4120836,bottle,good
9.138154,36.150276,carpet,good
0.3568259,-41.597904,pill,good
4.9015155,15.334407,tile,good
-5.5162983,-45.065937,pill,defective
33.207058,17.441109,leather,defective
4.6553364,17.903101,tile,good
-7.0213127,2.895953,zipper,defective
-11.57097,-19.318031,capsule,good
34.524467,17.508957,leather,good
7.826015,36.35078,carpet,defective
-38.99811,-19.81598,screw,good
4.9762745,-10.030398,metal_nut,good
-7.0963593,3.3058696,zipper,good
8.648834,35.956326,carpet,good
6.5485473,14.783822,tile,good
4.4824233,16.442287,tile,good
-15.776068,-20.40674,capsule,defective
11.874146,37.91559,carpet,good
23.643728,-21.654636,hazelnut,good
7.4288654,-13.5411625,metal_nut,defective
1.2595184,-40.87813,pill,good
3.7851787,-9.788988,metal_nut,good
21.878252,-24.644993,hazelnut,good
6.0736523,-10.643806,metal_nut,good
-15.921161,-20.316868,capsule,good
31.410564,16.697664,leather,good
4.2548676,15.545873,tile,defective
21.042786,1.8495222,transistor,good
8.545358,35.685135,carpet,good
4.7542834,16.754128,tile,good
-11.256968,-19.714016,capsule,good
24.460794,-22.988455,hazelnut,good
18.773314,-20.66556,hazelnut,good
46.95214,-3.7296956,wood,good
-6.1040616,2.421918,zipper,good
5.09832,-10.517348,metal_nut,good
25.247324,-23.535128,hazelnut,defective
3.1903307,-9.625254,metal_nut,good
30.467867,18.268799,leather,good
-9.520476,30.999773,cable,good
50.461235,-4.887686,wood,good
-4.7100983,-45.90872,pill,good
8.237986,17.497408,tile,good
19.37626,2.2974513,transistor,good
-10.02278,3.839435,zipper,defective
26.25014,-24.830032,hazelnut,good
-42.07203,-16.233086,screw,good
6.956129,-11.595368,metal_nut,good
9.49502,35.340828,carpet,defective
4.3322625,17.659342,tile,defective
5.4125886,15.066255,tile,good
-29.869352,3.7525465,bottle,defective
-11.865697,-19.850025,capsule,good
12.946503,38.845512,carpet,defective
-13.104255,-19.209597,capsule,defective
46.804604,-4.2506638,wood,defective
-2.160108,-45.818214,pill,defective
-11.716846,31.95585,cable,defective
-41.778473,-16.657837,screw,good
-11.3578,29.257235,cable,good
-40.654537,-17.219906,screw,good
-14.881632,28.99116,cable,good
-7.015972,4.5181866,zipper,good
7.070253,-12.22764,metal_nut,good
5.844277,-10.824354,metal_nut,good
28.254002,18.2859,leather,good
-37.953667,19.537258,grid,good
-11.614314,-20.24867,capsule,good
